,wrapperType,kind,artistId,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,artistViewUrl,collectionViewUrl,trackViewUrl,previewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,releaseDate,collectionExplicitness,trackExplicitness,discCount,discNumber,trackCount,trackNumber,trackTimeMillis,country,currency,primaryGenreName,isStreamable,collectionArtistName,collectionHdPrice,trackHdPrice,contentAdvisoryRating,shortDescription,longDescription,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,trackHdRentalPrice,copyright,description,feedUrl,artworkUrl600,genreIds,genres
0,track,song,3296287.0,1434899831.0,1434900084.0,Queen,Bohemian Rhapsody (The Original Soundtrack),The Show Must Go On,Bohemian Rhapsody (The Original Soundtrack),The Show Must Go On (2011 Remaster),https://music.apple.com/us/artist/queen/3296287?uo=4,https://music.apple.com/us/album/the-show-must-go-on-2011-remaster/1434899831?i=1434900084&uo=4,https://music.apple.com/us/album/the-show-must-go-on-2011-remaster/1434899831?i=1434900084&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/50/64/e3/5064e3a0-b7e1-8ba6-bb3d-0e35dde4fa02/mzaf_5879892688967720440.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ef/54/0b/ef540ba4-bbe7-0809-aa55-97ce32e0e13d/18UMGIM55763.rgb.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ef/54/0b/ef540ba4-bbe7-0809-aa55-97ce32e0e13d/18UMGIM55763.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ef/54/0b/ef540ba4-bbe7-0809-aa55-97ce32e0e13d/18UMGIM55763.rgb.jpg/100x100bb.jpg,11.99,1.29,1991-02-04T12:00:00Z,notExplicit,notExplicit,1.0,1.0,21.0,22.0,271610.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
1,track,song,3296287.0,1440650428.0,1440651688.0,Queen,"Greatest Hits I, II & III: The Platinum Collection",The Show Must Go On,"Greatest Hits I, II & III: The Platinum Collection",The Show Must Go On (Early Fade-Out),https://music.apple.com/us/artist/queen/3296287?uo=4,https://music.apple.com/us/album/the-show-must-go-on-early-fade-out/1440650428?i=1440651688&uo=4,https://music.apple.com/us/album/the-show-must-go-on-early-fade-out/1440650428?i=1440651688&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d0/2c/5c/d02c5c82-8f4b-4ca8-fad7-484c3f360c45/mzaf_14632842894364172169.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/100x100bb.jpg,24.99,1.29,1991-02-04T12:00:00Z,notExplicit,notExplicit,3.0,2.0,17.0,16.0,263621.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
2,track,song,3296287.0,1440650428.0,1440651698.0,Queen & Elton John,"Greatest Hits I, II & III: The Platinum Collection",The Show Must Go On,"Greatest Hits I, II & III: The Platinum Collection","The Show Must Go On (Live from Theatre National de Chaillot, Paris 1997)",https://music.apple.com/us/artist/queen/3296287?uo=4,https://music.apple.com/us/album/the-show-must-go-on-live-from-theatre-national/1440650428?i=1440651698&uo=4,https://music.apple.com/us/album/the-show-must-go-on-live-from-theatre-national/1440650428?i=1440651698&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/26/95/56/26955622-fcd2-dd98-11ed-56d662aa2b25/mzaf_13481717030554347781.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/100x100bb.jpg,24.99,1.29,1999-11-08T12:00:00Z,notExplicit,notExplicit,3.0,3.0,17.0,1.0,275392.0,USA,USD,Rock,True,Queen,,,,,,,,,,,,,,,
3,track,song,3296287.0,1528212071.0,1528212447.0,Queen & Adam Lambert,Live Around the World (Deluxe),The Show Must Go On,Live Around the World,"The Show Must Go On (Live at The O2, London, UK, 04/07/2018)",https://music.apple.com/us/artist/queen/3296287?uo=4,https://music.apple.com/us/album/the-show-must-go-on-live-at-the-o2-london-uk-04-07-2018/1528212071?i=1528212447&uo=4,https://music.apple.com/us/album/the-show-must-go-on-live-at-the-o2-london-uk-04-07-2018/1528212071?i=1528212447&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/8a/85/96/8a859659-9af1-9867-7072-6203c8f4d2f0/mzaf_12709753696587782371.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/89/9a/ad/899aad1a-c520-ac9f-178a-c66ea350c046/20UMGIM70174.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/89/9a/ad/899aad1a-c520-ac9f-178a-c66ea350c046/20UMGIM70174.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/89/9a/ad/899aad1a-c520-ac9f-178a-c66ea350c046/20UMGIM70174.rgb.jpg/100x100bb.jpg,9.99,1.29,2020-08-29T12:00:00Z,notExplicit,notExplicit,1.0,1.0,20.0,12.0,257788.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
4,track,song,464982826.0,475769666.0,475769878.0,The Bohemian Champions,Queen Greatest Hits,The Show Must Go On,Queen Greatest Hits,The Show Must Go On,https://music.apple.com/us/artist/the-bohemian-champions/464982826?uo=4,https://music.apple.com/us/album/the-show-must-go-on/475769666?i=475769878&uo=4,https://music.apple.com/us/album/the-show-must-go-on/475769666?i=475769878&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/41/01/b1/4101b171-f918-8bf8-97ec-c6826ac334c1/mzaf_1686429028653182967.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music/ca/f1/0e/mzi.iizmtrvd.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music/ca/f1/0e/mzi.iizmtrvd.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music/ca/f1/0e/mzi.iizmtrvd.jpg/100x100bb.jpg,9.99,0.99,2011-03-31T12:00:00Z,notExplicit,notExplicit,1.0,1.0,17.0,7.0,122040.0,USA,USD,Pop,True,,,,,,,,,,,,,,,,
5,track,song,487143.0,1065975633.0,1065976171.0,Pink Floyd,The Wall,The Show Must Go On,The Wall,The Show Must Go On,https://music.apple.com/us/artist/pink-floyd/487143?uo=4,https://music.apple.com/us/album/the-show-must-go-on/1065975633?i=1065976171&uo=4,https://music.apple.com/us/album/the-show-must-go-on/1065975633?i=1065976171&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/57/4a/f8/574af864-88a4-16d4-c64e-d9857adc8b9a/mzaf_12375970921451753152.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/3c/b4/e3/3cb4e3d0-cd77-8f18-7465-d60e6949b435/886445635850.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/3c/b4/e3/3cb4e3d0-cd77-8f18-7465-d60e6949b435/886445635850.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/3c/b4/e3/3cb4e3d0-cd77-8f18-7465-d60e6949b435/886445635850.jpg/100x100bb.jpg,19.99,1.29,1979-11-30T08:00:00Z,notExplicit,notExplicit,2.0,2.0,13.0,7.0,96333.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
6,track,song,96820.0,1440777137.0,1440778004.0,Three Dog Night,20th Century Masters - The Millennium Collection: The Best of Three Dog Night,The Show Must Go On,20th Century Masters - The Millennium Collection: The Best of Three Dog Night,The Show Must Go On (Single Version),https://music.apple.com/us/artist/three-dog-night/96820?uo=4,https://music.apple.com/us/album/the-show-must-go-on-single-version/1440777137?i=1440778004&uo=4,https://music.apple.com/us/album/the-show-must-go-on-single-version/1440777137?i=1440778004&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/37/52/f8/3752f8fa-a543-c477-4686-9c83b971b7bc/mzaf_5488438071384748164.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/5a/e8/e6/5ae8e63b-7660-d721-35a0-a6da62dc82e6/00008811207328.rgb.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/5a/e8/e6/5ae8e63b-7660-d721-35a0-a6da62dc82e6/00008811207328.rgb.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/5a/e8/e6/5ae8e63b-7660-d721-35a0-a6da62dc82e6/00008811207328.rgb.jpg/100x100bb.jpg,6.99,1.29,2000-01-01T12:00:00Z,notExplicit,notExplicit,1.0,1.0,12.0,12.0,225107.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
7,track,song,98966717.0,203480801.0,203481130.0,The Magic Orchestra,Instrumental Highlights - Saxophon & More,The Show Must Go On,Instrumental Highlights - Saxophon & More,The Show Must Go On (Queen),https://music.apple.com/us/artist/the-magic-orchestra/98966717?uo=4,https://music.apple.com/us/album/the-show-must-go-on-queen/203480801?i=203481130&uo=4,https://music.apple.com/us/album/the-show-must-go-on-queen/203480801?i=203481130&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/Music/26/b0/2b/mzm.indrhgfq.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music/eb/b6/dc/mzi.dvioennt.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/eb/b6/dc/mzi.dvioennt.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/eb/b6/dc/mzi.dvioennt.jpg/100x100bb.jpg,10.99,0.99,2006-10-04T12:00:00Z,notExplicit,notExplicit,1.0,1.0,16.0,15.0,247627.0,USA,USD,Pop,False,,,,,,,,,,,,,,,,
8,track,song,189245013.0,526754869.0,526754883.0,The Protomen,Present: A Night of Queen,The Show Must Go On,Present: A Night of Queen,The Show Must Go On,https://music.apple.com/us/artist/the-protomen/189245013?uo=4,https://music.apple.com/us/album/the-show-must-go-on/526754869?i=526754883&uo=4,https://music.apple.com/us/album/the-show-must-go-on/526754869?i=526754883&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/61/65/18/61651806-b4da-e1f3-cbe3-fd26978ba19e/mzaf_16174874683570819661.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/d2/e7/70/d2e77044-b96f-7fba-f9d9-85714c173721/609207154617_cover.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/d2/e7/70/d2e77044-b96f-7fba-f9d9-85714c173721/609207154617_cover.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/d2/e7/70/d2e77044-b96f-7fba-f9d9-85714c173721/609207154617_cover.jpg/100x100bb.jpg,9.99,0.99,2012-06-05T12:00:00Z,notExplicit,notExplicit,1.0,1.0,18.0,14.0,370547.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
9,track,song,406810380.0,406810376.0,406810414.0,tribute to Freddy Mercury,Queen of Mercury (Freddy Is Back),The Show Must Go On,Queen of Mercury (Freddy Is Back),The Show Must Go On (extended),https://music.apple.com/us/artist/tribute-to-freddy-mercury/406810380?uo=4,https://music.apple.com/us/album/the-show-must-go-on-extended/406810376?i=406810414&uo=4,https://music.apple.com/us/album/the-show-must-go-on-extended/406810376?i=406810414&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/67/80/16/6780168a-185b-c18f-239d-55b504a1d0a2/mzaf_4059119330424871336.plus.aac.p.m4a,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/72/00/01/7200015c-2565-1686-ff31-66a61a8bc225/mzi.waeflcrd.jpg/30x30bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/72/00/01/7200015c-2565-1686-ff31-66a61a8bc225/mzi.waeflcrd.jpg/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/72/00/01/7200015c-2565-1686-ff31-66a61a8bc225/mzi.waeflcrd.jpg/100x100bb.jpg,9.9,0.99,2010-11-14T12:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,8.0,333000.0,USA,USD,Dance,True,,,,,,,,,,,,,,,,
10,track,tv-episode,909114353.0,1031579741.0,1046347949.0,Madam Secretary,"Madam Secretary, Season 2",The Show Must Go On,"Madam Secretary, Season 2",The Show Must Go On,https://itunes.apple.com/us/tv-show/madam-secretary/id909114353?uo=4,https://itunes.apple.com/us/tv-season/the-show-must-go-on/id1031579741?i=1046347949&uo=4,https://itunes.apple.com/us/tv-season/the-show-must-go-on/id1031579741?i=1046347949&uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video114/v4/73/96/58/73965894-6c32-9394-e886-79a266365130/mzvf_9162243593333143766.640x480.h264lc.U.p.m4v,https://is5-ssl.mzstatic.com/image/thumb/Video5/v4/f8/9a/9f/f89a9f20-839e-4695-bac1-c038777551ef/mzl.kzevrrkr.lsr/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Video5/v4/f8/9a/9f/f89a9f20-839e-4695-bac1-c038777551ef/mzl.kzevrrkr.lsr/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Video5/v4/f8/9a/9f/f89a9f20-839e-4695-bac1-c038777551ef/mzl.kzevrrkr.lsr/100x100bb.jpg,24.99,1.99,2015-10-04T07:00:00Z,notExplicit,notExplicit,1.0,1.0,24.0,1.0,2647027.0,USA,USD,Drama,,,24.99,2.99,TV-14,Elizabeth must take the oath of office when the President's plane disappears over the Pacific Ocean,"Elizabeth must take the oath of office when the President's plane disappears over the Pacific Ocean. Also, Henry is asked to recruit one of his Russian students to work for the U.S. government by Jane Fellows (Jill Hennessy), his new Defense Intelligence Agency handler. Academy Award winner and Executive Producer Morgan Freeman directed the episode and guest stars as Chief Justice Frawley.",,,,,,,,,,
11,track,song,542658.0,1042853859.0,1042853882.0,Roger Waters,Roger Waters The Wall,The Show Must Go On,Roger Waters The Wall,The Show Must Go On (Live),https://music.apple.com/us/artist/roger-waters/542658?uo=4,https://music.apple.com/us/album/the-show-must-go-on-live/1042853859?i=1042853882&uo=4,https://music.apple.com/us/album/the-show-must-go-on-live/1042853859?i=1042853882&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c4/7d/5e/c47d5ead-036e-ee57-f967-f40040401e4a/mzaf_2427440987198147685.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/c7/39/a9/c739a9e0-f243-394e-8a97-f31a7a0c5736/mzm.uhcuqora.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/c7/39/a9/c739a9e0-f243-394e-8a97-f31a7a0c5736/mzm.uhcuqora.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/c7/39/a9/c739a9e0-f243-394e-8a97-f31a7a0c5736/mzm.uhcuqora.jpg/100x100bb.jpg,14.99,1.29,2015-11-20T12:00:00Z,notExplicit,notExplicit,2.0,2.0,13.0,7.0,151880.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
12,track,song,3296287.0,1440806201.0,1440806229.0,Queen,Innuendo,The Show Must Go On,Innuendo,The Show Must Go On,https://music.apple.com/us/artist/queen/3296287?uo=4,https://music.apple.com/us/album/the-show-must-go-on/1440806201?i=1440806229&uo=4,https://music.apple.com/us/album/the-show-must-go-on/1440806201?i=1440806229&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/bd/b8/b3/bdb8b39f-8a9d-cadc-a137-5fd47cc6ac2b/mzaf_5553293465502138003.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/af/c8/14/afc81460-737f-5d91-73b6-9f1da41afcdc/14DMGIM05559.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/af/c8/14/afc81460-737f-5d91-73b6-9f1da41afcdc/14DMGIM05559.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/af/c8/14/afc81460-737f-5d91-73b6-9f1da41afcdc/14DMGIM05559.rgb.jpg/100x100bb.jpg,9.99,1.29,1991-02-05T08:00:00Z,notExplicit,notExplicit,1.0,1.0,12.0,12.0,275647.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
13,track,song,63729.0,1114636816.0,1114637428.0,Céline Dion,The Show Must Go On (feat. Lindsey Stirling) - Single,The Show Must Go On (feat. Lindsey Stirling),The Show Must Go On (feat. Lindsey Stirling) - Single,The Show Must Go On (feat. Lindsey Stirling),https://music.apple.com/us/artist/c%C3%A9line-dion/63729?uo=4,https://music.apple.com/us/album/the-show-must-go-on-feat-lindsey-stirling/1114636816?i=1114637428&uo=4,https://music.apple.com/us/album/the-show-must-go-on-feat-lindsey-stirling/1114636816?i=1114637428&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1d/4c/f2/1d4cf296-554b-2a20-90b6-5d0aa813c11f/mzaf_16643863625210096859.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e4/e0/be/e4e0be16-6f88-603d-20c1-36e81eff702f/886445912869.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e4/e0/be/e4e0be16-6f88-603d-20c1-36e81eff702f/886445912869.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e4/e0/be/e4e0be16-6f88-603d-20c1-36e81eff702f/886445912869.jpg/100x100bb.jpg,1.29,1.29,2016-05-20T07:00:00Z,notExplicit,notExplicit,1.0,1.0,1.0,1.0,265101.0,USA,USD,Pop,True,,,,,,,,,,,,,,,,
14,track,song,3296287.0,1422651924.0,1422653091.0,Queen,Greatest Hits II,The Show Must Go On,Greatest Hits II,The Show Must Go On,https://music.apple.com/us/artist/queen/3296287?uo=4,https://music.apple.com/us/album/the-show-must-go-on/1422651924?i=1422653091&uo=4,https://music.apple.com/us/album/the-show-must-go-on/1422651924?i=1422653091&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e6/c6/15/e6c615a9-d381-0df9-9330-15971711bce4/mzaf_301907106046851135.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/f0/8d/5a/f08d5a52-5987-84ab-393a-fce5600b1cf9/14DMGIM05638.rgb.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/f0/8d/5a/f08d5a52-5987-84ab-393a-fce5600b1cf9/14DMGIM05638.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/f0/8d/5a/f08d5a52-5987-84ab-393a-fce5600b1cf9/14DMGIM05638.rgb.jpg/100x100bb.jpg,10.99,1.29,1991-02-04T12:00:00Z,notExplicit,notExplicit,1.0,1.0,17.0,16.0,263621.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
15,track,song,3296287.0,1440626676.0,1440626678.0,Queen,Greatest Hits III,The Show Must Go On (feat. Elton John),Greatest Hits III,"The Show Must Go On (feat. Elton John) [Live Theatre National de Chaillot, Paris 1997]",https://music.apple.com/us/artist/queen/3296287?uo=4,https://music.apple.com/us/album/the-show-must-go-on-feat-elton-john-live-theatre/1440626676?i=1440626678&uo=4,https://music.apple.com/us/album/the-show-must-go-on-feat-elton-john-live-theatre/1440626676?i=1440626678&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d5/be/dd/d5bedd34-c87a-2df1-cf59-97e239a640f8/mzaf_7936976809484971198.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/a3/ac/4e/a3ac4e3d-c2a1-acc1-52de-219ad0d3ce6a/14DMGIM05635.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/a3/ac/4e/a3ac4e3d-c2a1-acc1-52de-219ad0d3ce6a/14DMGIM05635.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/a3/ac/4e/a3ac4e3d-c2a1-acc1-52de-219ad0d3ce6a/14DMGIM05635.rgb.jpg/100x100bb.jpg,10.99,1.29,1999-11-08T12:00:00Z,notExplicit,notExplicit,1.0,1.0,17.0,1.0,275392.0,USA,USD,Rock,True,,,,,,,,,,,,,,,,
16,track,tv-episode,395420235.0,1450446602.0,1463476406.0,The Real Housewives of Beverly Hills,"The Real Housewives of Beverly Hills, Season 9",The Show Must Go On,"The Real Housewives of Beverly Hills, Season 9",The Show Must Go On,https://itunes.apple.com/us/tv-show/the-real-housewives-of-beverly-hills/id395420235?uo=4,https://itunes.apple.com/us/tv-season/the-show-must-go-on/id1450446602?i=1463476406&uo=4,https://itunes.apple.com/us/tv-season/the-show-must-go-on/id1450446602?i=1463476406&uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video123/v4/3c/4b/a6/3c4ba61a-96b3-cf30-537e-7496f3bf3cca/mzvf_3922607832810022473.640x480.h264lc.U.p.m4v,https://is3-ssl.mzstatic.com/image/thumb/Video124/v4/3c/10/b8/3c10b854-38f5-691a-4097-05fc74de33d1/mzl.aqkmgmgy.lsr/30x30bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Video124/v4/3c/10/b8/3c10b854-38f5-691a-4097-05fc74de33d1/mzl.aqkmgmgy.lsr/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Video124/v4/3c/10/b8/3c10b854-38f5-691a-4097-05fc74de33d1/mzl.aqkmgmgy.lsr/100x100bb.jpg,19.99,1.99,2019-05-14T07:00:00Z,notExplicit,notExplicit,1.0,1.0,24.0,14.0,2644355.0,USA,USD,Reality & Nonfiction,,,24.99,2.99,TV-14,"Kyle, Lisa Rinna, Dorit and Teddi get wild at the LA stop of Erika's concert tour, but a major","Kyle, Lisa Rinna, Dorit and Teddi get wild at the LA stop of Erika's concert tour, but a major mishap threatens to silence the show. While inviting Lisa Vanderpump to her Hawaiian wedding, Camille finds another opportunity to criticize Teddi.  Lisa Vanderpump makes a declaration about the future of her friendship with Kyle. And Denise struggles to balance the demands of parenting with her acting career.",,,,,,,,,,
17,track,tv-episode,468291488.0,712451134.0,845033679.0,Grimm,"Grimm, Season 3",The Show Must Go On,"Grimm, Season 3",The Show Must Go On,https://itunes.apple.com/us/tv-show/grimm/id468291488?uo=4,https://itunes.apple.com/us/tv-season/the-show-must-go-on/id712451134?i=845033679&uo=4,https://itunes.apple.com/us/tv-season/the-show-must-go-on/id712451134?i=845033679&uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video111/v4/65/54/da/6554da33-54eb-39a8-7bc5-08501c7777d6/mzvf_4622348197346067835.640x480.h264lc.U.p.m4v,https://is4-ssl.mzstatic.com/image/thumb/Video49/v4/d6/f4/e8/d6f4e81c-3b42-478c-a2b6-97be63e4b7f1/mzl.uodtlzff.lsr/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Video49/v4/d6/f4/e8/d6f4e81c-3b42-478c-a2b6-97be63e4b7f1/mzl.uodtlzff.lsr/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Video49/v4/d6/f4/e8/d6f4e81c-3b42-478c-a2b6-97be63e4b7f1/mzl.uodtlzff.lsr/100x100bb.jpg,34.99,1.99,2014-03-21T07:00:00Z,notExplicit,notExplicit,1.0,1.0,24.0,16.0,2580288.0,USA,USD,Drama,,,39.99,2.99,TV-14,A double homicide leads Nick (David Giuntoli) and Hank (Russell Hornsby) to a traveling carnival,"A double homicide leads Nick (David Giuntoli) and Hank (Russell Hornsby) to a traveling carnival where the performers are not what they seem. To get a better understanding of what's going on behind the scenes Monroe (Silas Weir Mitchell) and Rosalee (Bree Turner) go undercover. On the wedding front, Monroe has a really important question for Nick. In Austria, an invaluable member of the Resistance makes the ultimate sacrifice to help Adalind (Claire Coffee).",,,,,,,,,,
18,track,tv-episode,445300236.0,1476327989.0,1490733050.0,Keeping Up With the Kardashians,"Keeping Up With the Kardashians, Season 17",The Show Must Go On,"Keeping Up With the Kardashians, Season 17",The Show Must Go On,https://itunes.apple.com/us/tv-show/keeping-up-with-the-kardashians/id445300236?uo=4,https://itunes.apple.com/us/tv-season/the-show-must-go-on/id1476327989?i=1490733050&uo=4,https://itunes.apple.com/us/tv-season/the-show-must-go-on/id1476327989?i=1490733050&uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video123/v4/94/a3/1f/94a31f50-d798-cda2-e08f-c331bec3ebcf/mzvf_14374334011261645239.640x480.h264lc.U.p.m4v,https://is4-ssl.mzstatic.com/image/thumb/Video123/v4/e4/19/3b/e4193bff-a2f7-f348-13b2-8053b8f371d6/pr_source.lsr/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Video123/v4/e4/19/3b/e4193bff-a2f7-f348-13b2-8053b8f371d6/pr_source.lsr/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Video123/v4/e4/19/3b/e4193bff-a2f7-f348-13b2-8053b8f371d6/pr_source.lsr/100x100bb.jpg,19.99,1.99,2019-12-08T08:00:00Z,notExplicit,notExplicit,1.0,1.0,12.0,11.0,2614425.0,USA,USD,Reality & Nonfiction,,,24.99,2.99,TV-14,Kim and Khloe are furious that Kourtney is hiding aspects of her life from the cameras and attempt,Kim and Khloe are furious that Kourtney is hiding aspects of her life from the cameras and attempt to fire her from the show. Kim helps a young man recently out of prison with his future.,,,,,,,,,,
